,fullid,AcID,Pop,Ind,genomesize,leaf3.0,leaf3.1,leaf3.2,leaf3.3,dailyavg3,leaf4.0,leaf4.1,leaf4.2,leaf4.3,dailyavg4,dailyavgall,adjcs3,adjcs4,adjavg,m3,m4,mavg,cellprod3,cellprod4,cellprodavg
40,a_10,a-10,a,10,6.01,3.5,4.8,7.2,10.5,2.333333333,5.9,9.8,14.1,19,4.366666667,3.35,172.0088182,138.8225574,155.4156878,172.2494667,172.0088182,172.1291424,0.013565196,0.031455023,0.021555096
41,a_12,A-12,a,12,5.84,3.2,6.5,10,13.2,3.333333333,2.6,9.2,13,16.6,4.666666667,4,232.45235,188.0475319,210.249941,172.3300417,232.45235,202.3911958,0.014339856,0.024816421,0.019024976
42,a_2,A-2,a,2,5.71,7.5,12.9,18.5,23,5.166666667,10.6,15.3,22.2,27.4,5.6,5.383333333,158.2603214,149.2839917,153.7721566,151.9120294,158.2603214,155.0861754,0.032646633,0.037512395,0.035008505
43,a_3,A-3,a,3,5.96,14.1,16.2,19,20.1,2,5.5,9.8,15,19.6,4.7,3.35,193.27348,146.52125,169.897365,212.722,193.27348,202.99774,0.010348031,0.032077258,0.019717787
44,a_4,a-4,a,4,6.09,13,18,22.6,26,4.333333333,8.2,13,17,23.2,5,4.666666667,120.1582642,124.7534,122.4558321,141.4164444,120.1582642,130.7873543,0.036063548,0.040079068,0.038108978
45,a_5,a-5,a,5,5.96,5.5,9.2,14.5,19.3,4.6,8,13.2,19.5,26.6,6.2,5.4,209.81935,182.9136418,196.3664959,223.136875,209.81935,216.4781125,0.021923621,0.033895777,0.0274996
46,a_6,a-6,a,6,5.92,5.3,7.7,12.2,16,3.566666667,8.5,13,18.3,22.4,4.633333333,4.1,168.5885556,154.2098492,161.3992024,196.80748,168.5885556,182.6980178,0.021156043,0.030045638,0.025402852
47,a_7,a-7,a,7,5.8,5.4,7.2,10.5,15,3.2,6,10.5,15.5,21.3,5.1,4.15,186.0951429,164.2930921,175.1941175,219.4141429,186.0951429,202.7546429,0.017195505,0.031042084,0.02368801
48,a_8,a-8,a,8,6.22,4.2,8.6,14,18.9,4.9,6.8,13,18.6,24,5.733333333,5.316666667,183.8761667,162.9868387,173.4315027,212.5139565,183.8761667,198.1950616,0.026648369,0.035176664,0.030655715
49,a_9,a-9,a,9,6.05,8,11.4,15,18.1,3.366666667,8.3,11.7,16.8,21.6,4.433333333,3.9,174.4634211,147.3288921,160.8961566,188.0065909,174.4634211,181.235006,0.019297264,0.030091405,0.024239237
50,b_1,B-1,b,1,6.01,3.3,5.5,9.5,15,3.9,11,15.5,21.6,NA,5.3,4.6,230.9565417,185.9455645,208.4510531,226.0446923,230.9565417,228.500617,0.016886294,0.028502965,0.022067531
51,b_2,B-2,b,2,6.55,2,5.6,9.6,13.9,3.966666667,9,14.2,20.5,39.3,10.1,7.033333333,228.67725,177.5915932,203.1344216,247.2942143,228.67725,237.9857321,0.017346136,0.056872061,0.034624035
52,b_3,B-3,b,3,5.8,6.2,11.3,16.8,19.2,4.333333333,7.2,11.3,16.6,29.7,7.5,5.916666667,173.0396087,171.5337848,172.2866968,220.0917188,173.0396087,196.5656637,0.025042436,0.043723165,0.034341982
53,b_4,b-4,b,4,6.3,8.3,12.5,14,17.5,3.066666667,8.2,11,16,20.2,4,3.533333333,192.224,154.8598667,173.5419333,215.8535833,192.224,204.0387917,0.01595361,0.025829804,0.020360113
54,b_6,b-6,b,6,5.96,9.4,12.9,18.3,24.6,5.066666667,11.5,16.4,22.5,30.2,6.233333333,5.65,165.884375,136.8971682,151.3907716,173.6363333,165.884375,169.7603542,0.030543363,0.04553296,0.037320637
55,b_7,b-7,b,7,5.92,2.4,5.2,12,17.4,5,5.8,10.6,16,22.6,5.6,5.3,169.4602759,154.3398091,161.9000425,213.8471282,169.4602759,191.653702,0.02950544,0.036283575,0.032736248
56,bulk_1,bulk-1,x,1,6.01,8.6,12.1,15.9,20.5,3.966666667,6.4,11.2,16.5,22.3,5.3,4.633333333,171.9561143,144.7095694,158.3328419,219.8813333,171.9561143,195.9187238,0.023067901,0.036625083,0.029263249
57,bulk_10,bulk-10,x,10,6.43,2,5.5,10.5,16,4.666666667,7.1,13,19.7,27.4,6.766666667,5.716666667,176.3309,152.1704872,164.2506936,249.73832,176.3309,213.03461,0.026465394,0.044467668,0.034804521
58,bulk_11,bulk-11,x,11,6.17,5.5,9.2,14.8,18.5,4.333333333,10.5,15.5,21.6,22.6,4.033333333,4.183333333,191.8981579,167.5178333,179.7079956,186.4656061,191.8981579,189.181882,0.022581422,0.024077039,0.023278504
59,bulk_12,bulk-12,x,12,5.71,8.4,13.3,16.2,22.1,4.566666667,6.8,10.2,16,23,5.4,4.983333333,237.8643889,200.7939615,219.3291752,244.7780667,237.8643889,241.3212278,0.019198614,0.026893239,0.022720795
60,bulk_13,bulk-13,x,13,5.96,5.1,8.9,12,17,3.966666667,11.2,16.2,21,27,5.266666667,4.616666667,155.7080313,129.2249677,142.4664995,204.2127727,155.7080313,179.960402,0.025475029,0.040755798,0.032405279
61,bulk_14,bulk-14,x,14,6.13,5.3,8.1,12.7,17.3,4,6.6,11.2,17,23,5.466666667,4.733333333,187.7692105,158.9296636,173.3494371,210.1125172,187.7692105,198.9408639,0.021302747,0.034396767,0.027305155
62,bulk_16,bulk-16,x,16,5.96,1.6,4.5,8.2,14,4.133333333,14,23.8,31.1,39.2,8.4,6.266666667,232.4409375,197.2856989,214.8633182,174.6946207,232.4409375,203.5677791,0.017782295,0.042577845,0.029165828
63,bulk_17,bulk-17,x,17,6.05,2.7,6.5,11.4,15.2,4.166666667,13.4,19.1,25,30.3,5.633333333,4.9,182.8362759,155.1195366,168.9779062,222.29255,182.8362759,202.5644129,0.022789059,0.036316079,0.028997874
64,bulk_18,bulk-18,x,18,5.92,1.2,4.5,7.5,12.5,3.766666667,11.4,16.8,24.8,29.3,5.966666667,4.866666667,197.8624211,180.8697,189.3660605,214.3783529,197.8624211,206.120387,0.019036797,0.032988757,0.025699783
65,bulk_19,bulk-19,x,19,6.07,4,6,10,14.6,3.533333333,6.6,11.3,17.2,23.2,5.533333333,4.533333333,196.9586842,170.8901324,183.9244083,198.0930909,196.9586842,197.5258876,0.017939465,0.032379478,0.024647807
66,bulk_20,bulk-20,x,20,6.1,3.7,6.3,11.1,14.7,3.666666667,8.5,15.2,22.8,30.5,7.333333333,5.5,188.6512182,158.0289427,173.3400804,223.8929487,188.6512182,206.2720834,0.01943622,0.046405002,0.031729534
67,bulk_21,bulk-21,x,21,5.98,1.8,4.8,6.9,13.7,3.966666667,5.8,11,17,24.1,6.1,5.033333333,188.9127273,145.7511505,167.3319389,193.98324,188.9127273,191.4479836,0.02099735,0.041852157,0.030079932
68,bulk_22,bulk-22,x,22,6.01,6.1,9,12.8,18.1,4,12.8,18.7,26.2,32.8,6.666666667,5.333333333,206.683087,185.9318909,196.3074889,260.8273793,206.683087,233.7552331,0.019353301,0.035855423,0.027168262
69,bulk_23,bulk-23,x,23,5.96,0.9,6,8,13.6,4.233333333,7.8,12.1,19.6,NA,5.9,5.066666667,180.7214474,150.6923286,165.706888,224.6087059,180.7214474,202.6650766,0.023424632,0.039152623,0.030576078
70,bulk_24,bulk-24,x,24,5.98,3,4.4,8,13.6,3.533333333,13.2,20.3,28.4,36.6,7.8,5.666666667,137.9335882,146.6105435,142.2720659,229.2378077,137.9335882,183.585698,0.025616192,0.053202176,0.039829791
71,bulk_25,bulk-25,x,25,5.88,8.6,13.9,16.6,22,4.466666667,12.8,19,26,33.7,6.966666667,5.716666667,221.59304,160.3255926,190.9593163,272.232381,221.59304,246.9127105,0.020157071,0.043453241,0.029936569
72,bulk_26,bulk-26,x,26,5.85,3,6.9,10.9,15.1,4.033333333,5.3,14.2,18.8,NA,6.75,5.391666667,200.3137368,154.412614,177.3631754,207.9903636,200.3137368,204.1520502,0.020135081,0.043714045,0.03039902
73,bulk_28,bulk-28,x,28,5.85,2,6,10.5,15.9,4.633333333,13.9,19.6,25.5,30.2,5.433333333,5.033333333,229.4981622,172.6451176,201.0716399,223.4799615,229.4981622,226.4890619,0.020188978,0.031471109,0.025032537
74,bulk_29,bulk-29,x,29,5.85,7.7,11.8,16.2,20.5,4.266666667,15,20.6,27,33.5,6.166666667,5.216666667,203.5567143,183.8239848,193.6903496,184.1738387,203.5567143,193.8652765,0.020960579,0.033546584,0.026933023
75,bulk_30,bulk-30,x,30,6.11,5.6,8.3,13,18,4.133333333,6.6,11.1,17,23.4,5.6,4.866666667,186.1820417,153.3766818,169.7793617,210.8101818,186.1820417,198.4961117,0.022200494,0.036511417,0.028664654
76,bulk_31,bulk-31,x,31,6.01,2.5,5.5,7.9,12,3.166666667,5,10,15,20.2,5.066666667,4.116666667,188.0634412,189.4496984,188.7565698,201.3996176,188.0634412,194.7315294,0.01683829,0.026744126,0.021809395
77,bulk_32,bulk-32,x,32,5.92,3.5,8.4,13.7,19.2,5.233333333,9.2,14,19,24.3,5.033333333,5.133333333,174.7902632,166.9547931,170.8725281,217.97232,174.7902632,196.3812916,0.029940646,0.030147882,0.030041888
78,bulk_35,bulk-35,x,35,6.01,6,11.4,18,23.6,5.866666667,12.1,18,24.9,31.7,6.533333333,6.2,235.4695882,170.8742273,203.1719078,247.1668947,235.4695882,241.3182415,0.024914753,0.03823475,0.03051603
79,bulk_36,bulk-36,x,36,5.96,3.9,10.1,16.6,24.2,6.766666667,5.2,11.5,19,27.2,7.333333333,7.05,218.11476,179.8918615,199.0033108,256.6638571,218.11476,237.3893086,0.031023424,0.040765231,0.035426546
80,bulk_37,bulk-37,x,37,6.01,2.6,5.5,9.2,16.8,4.733333333,7.5,12,16,20.8,4.433333333,4.583333333,216.2293056,179.3318532,197.7805794,216.6653438,216.2293056,216.4473247,0.021890341,0.024721394,0.023173829
81,bulk_38,bulk-38,x,38,5.9,0.5,4.6,10,16.8,5.433333333,8.6,12.3,17.3,21.6,4.333333333,4.883333333,197.3376944,173.7719753,185.5548349,180.6439688,197.3376944,188.9908316,0.027533175,0.024936894,0.026317467
82,bulk_4,bulk-4,x,4,6.05,6.4,9.7,16,19,4.2,5.7,9.5,14.3,20.6,4.966666667,4.583333333,193.2044667,176.5378551,184.8711609,210.439,193.2044667,201.8217333,0.021738628,0.02813372,0.024792041
83,bulk_40,bulk-40,x,40,6.1,6.7,12.2,19.1,25,6.1,9.6,16.2,23.5,31.1,7.166666667,6.633333333,177.4935682,146.6507368,162.0721525,212.05332,177.4935682,194.7734441,0.034367443,0.048868944,0.040928273
84,bulk_42,bulk-42,x,42,6.13,5.5,10.1,15.2,20.4,4.966666667,8.6,NA,18.4,23.6,5,4.983333333,150.3601463,150.8100583,150.5851023,138.8174878,150.3601463,144.5888171,0.033031803,0.033154287,0.033093136
85,bulk_5,bulk-5,x,5,5.96,1.6,4.8,9.8,14.5,4.3,6.4,6.5,12.2,19,4.2,4.25,176.5697778,156.6230541,166.5964159,202.7973889,176.5697778,189.6835833,0.024352978,0.026815976,0.025510753
86,bulk_6,bulk-6,x,6,6.13,6,9,13.5,16.6,3.533333333,6.6,9.6,13.3,19,4.133333333,3.833333333,225.6296389,188.5433,207.0864694,147.4008571,225.6296389,186.515248,0.015659881,0.021922462,0.018510786
87,bulk_7,bulk-7,x,7,6.17,3.5,6.8,13,16.7,4.4,7,11.7,18,25,6,5.2,237.40575,172.4989333,204.9523417,222.0469091,237.40575,229.7263295,0.018533671,0.034782824,0.025371752
88,bulk_8,bulk-8,x,8,6.43,5.2,8.4,12.6,17,3.933333333,9.1,15.6,23,28.3,6.4,5.166666667,184.9621786,162.802623,173.8824008,160.9356071,184.9621786,172.9488929,0.021265609,0.039311406,0.029713569
89,bulk_9,bulk-9,x,9,6.05,5.4,8.4,13.1,17.6,4.066666667,12.5,18.3,24.7,31,6.166666667,5.116666667,197.7577273,181.7688594,189.7632933,199.87385,197.7577273,198.8157886,0.020563882,0.03392587,0.026963416
90,c_1,C-1,c,1,5.71,6.4,8.7,14.3,20,4.533333333,7.6,12.4,18.2,25,5.8,5.166666667,187.9362,152.0477056,169.9919528,220.1742778,187.9362,204.0552389,0.024121661,0.038145923,0.030393596
91,c_10,c-10,c,10,5.88,1.9,6.6,12,18.6,5.566666667,11.2,18.5,26.6,36.1,8.3,6.933333333,211.5604167,159.4498906,185.5051536,204.9721852,211.5604167,208.2663009,0.026312421,0.052053971,0.037375422
92,c_11,c-11,c,11,5.84,2.8,6.1,11.1,15.7,4.3,13.9,17.2,21.9,26.9,4.333333333,4.316666667,186.6936857,144.5847848,165.6392353,278.2927391,186.6936857,232.4932124,0.02303238,0.029970881,0.026060653
93,c_2,C-2,c,2,5.59,4.4,7.3,12,17.5,4.366666667,11,17.8,26.1,35.9,8.3,6.333333333,210.1671765,170.1978095,190.182493,194.2761,210.1671765,202.2216382,0.020777111,0.048766785,0.033301348
94,c_3,c-3,c,3,5.67,5,11,17.1,24.3,6.433333333,4.5,10.5,17.4,25,6.833333333,6.633333333,186.69465,145.4142909,166.0544705,226.8488333,186.69465,206.7717417,0.03445912,0.046992172,0.039946731
95,c_4,c-4,c,4,5.63,3.5,5,9,12.8,3.1,8.5,14,20.8,28.3,6.6,4.85,205.2312609,179.1849643,192.2081126,193.0626364,205.2312609,199.1469486,0.015104911,0.036833448,0.025233066
96,c_5,c-5,c,5,5.71,5.5,8.8,13.5,17.6,4.033333333,9.8,15,21.3,28.5,6.233333333,5.133333333,214.368,173.2029821,193.7854911,188.5380909,214.368,201.4530455,0.018814997,0.035988603,0.026489771
97,c_6,c-6,c,6,5.84,5.5,10.3,16.5,22.3,5.6,8.6,13,17.3,22.8,4.733333333,5.166666667,174.4757368,155.2276977,164.8517173,231.6874054,174.4757368,203.0815711,0.032096153,0.03049284,0.031341297
98,c_7,c-7,c,7,5.71,NA,22.8,28.8,34.3,5.75,7.6,14,21.1,28,6.8,6.275,241.1901154,174.6771867,207.933651,242.5174783,241.1901154,241.8537968,0.023840115,0.038928953,0.030177896
99,c_8,c-8,c,8,5.84,11.5,18,24.1,30.5,6.333333333,12.6,17.2,24.5,29.6,5.666666667,6,145.3116774,142.8710645,144.091371,193.0270345,145.3116774,169.169356,0.043584476,0.039662801,0.041640245
100,c_9,c-9,c,9,5.63,6,10.6,16.1,22.1,5.366666667,11.6,17.3,22.3,28.5,5.633333333,5.5,210.0932368,165.3533678,187.7233023,225.0446429,210.0932368,217.5689398,0.025544214,0.034068452,0.02929844
101,d_1,d-1,d,1,5.96,6.2,11.5,16.6,22,5.266666667,15,21.6,27.9,34.2,6.4,5.833333333,193.0300968,176.9374,184.9837484,185.81485,193.0300968,189.4224734,0.027284174,0.036170985,0.031534302
102,d_10,d-10,d,10,6.09,1.9,6.4,11.8,18,5.366666667,3,7.9,11.4,13.5,3.5,4.433333333,173.16605,144.1136774,158.6398637,181.654875,173.16605,177.4104625,0.030991448,0.024286383,0.027945897
103,d_12,d-12,d,12,6.05,2.1,6,11.6,17.8,5.233333333,8.8,14.4,21.7,27.6,6.266666667,5.75,207.33775,156.3977015,181.8677257,210.5418333,207.33775,208.9397917,0.02524062,0.04006879,0.031616385
104,d_13,d-13,d,13,6.13,1.6,6,11,17.4,5.266666667,15.3,20.5,28,34.4,6.366666667,5.816666667,192.2296923,164.6505897,178.440141,189.369381,192.2296923,190.7995366,0.027397779,0.038667743,0.032597299
105,d_14,d-14,d,14,6.13,3.2,7.2,13.1,20.3,5.7,7.9,14.2,20.2,27.1,6.4,6.05,206.4238421,157.847814,182.135828,220.8756154,206.4238421,213.6497287,0.027613089,0.040545383,0.033216968
106,d_15,d-15,d,15,5.84,2.6,7.8,13,25.6,7.666666667,8.8,13.7,19.3,25.4,5.533333333,6.6,236.8419412,199.8470886,218.3445149,216.2309231,236.8419412,226.5364321,0.032370393,0.027687836,0.03022746
107,d_16,D-16,d,16,6.01,4.6,9.8,15.6,22,5.8,5.6,11,17.2,23.9,6.1,5.95,218.2556061,174.4984533,196.3770297,242.70375,218.2556061,230.479678,0.026574346,0.03495733,0.030298859
108,d_17,d-17,d,17,5.75,2.1,6,10.5,14.6,4.166666667,9.1,15.1,23.2,29.4,6.766666667,5.466666667,209.5700645,170.0174677,189.7937661,226.5844865,209.5700645,218.0772755,0.019881974,0.039799832,0.028803194
109,d_18,d-18,d,18,5.84,8,13.4,19.5,26.5,6.166666667,2,14.8,22.6,29.4,9.133333333,7.65,188.0389355,151.6016854,169.8203104,211.4305185,188.0389355,199.734727,0.032794627,0.060245592,0.045047615
110,d_2,d-2,d,2,5.84,NA,20.5,27.8,34.5,7,8.5,14.6,20.5,26.6,6.033333333,6.516666667,170.3737059,155.6223115,162.9980087,196.6529655,170.3737059,183.5133357,0.041086152,0.038769077,0.039980039
111,d_20,d-20,d,20,6.05,3.6,9.7,16.6,24,6.8,6.8,11.4,17.6,24.3,5.833333333,6.316666667,203.4302667,168.7431184,186.0866925,222.7739091,203.4302667,213.1020879,0.033426688,0.034569311,0.033944752
112,d_3,d-3,d,3,5.88,7,12.1,18,23.5,5.5,14,21.6,30.4,39,8.333333333,6.916666667,193.9716667,161.0839811,177.5278239,189.0760952,193.9716667,191.523881,0.028354657,0.051732849,0.038961029
113,d_4,d-4,d,4,5.84,1.7,5.3,12.3,14.2,4.166666667,8.8,15,20.5,28.6,6.6,5.383333333,218.4155217,169.2776667,193.8465942,206.6922381,218.4155217,212.5538799,0.019076788,0.038989195,0.027771101
114,d_6,d-6,d,6,5.75,3.5,9.4,13.2,19.3,5.266666667,5.3,12.1,18.5,25.3,6.666666667,5.966666667,227.4962381,188.0421064,207.7691722,127.8857647,227.4962381,177.6910014,0.023150566,0.035453052,0.028717767
115,d_7,d-7,d,7,5.84,9.5,15,18.2,22,4.166666667,10,16.4,21,30.3,6.766666667,5.466666667,190.4996923,161.3447188,175.9222055,159.20992,190.4996923,174.8548062,0.021872301,0.041939189,0.031074341
116,d_8,d-8,d,8,5.75,3.1,6.8,10.1,14.7,3.866666667,11,15.6,21.8,28.2,5.733333333,4.8,173.99752,150.5766923,162.2871062,175.806125,173.99752,174.9018225,0.022222539,0.038075835,0.029577211
117,d_9,d-9,d,9,6.09,7.5,10.1,14.8,18,3.5,8.5,12,17.5,20.5,4,3.75,168.1957222,147.054,157.6248611,185.16552,168.1957222,176.6806211,0.02080909,0.027200892,0.023790663
118,e_1,E-1,e,1,5.84,1.7,2,8.5,13.4,3.9,13,19.2,25.7,33.8,6.933333333,5.416666667,201.6264286,163.325408,182.4759183,225.0148636,201.6264286,213.3206461,0.019342702,0.042451039,0.029684282
