FullID,Population,IndID,PopName,AB10Freq,ab10round,Species,Region,Group,Altitude,1C_GS,GS_bp,Total_Reads,Total_corr,180knobreads,180knob%,180knobbp,TR1total,TR1%,TR1bp,CentCreads,CentC%,CentCbp,Cpreads,CP%,CPbp,mtreads,mt%,mtbp,cDNAreads,cDNA%,cDNAbp,TotallTereads,TotallTe%,TotallTebp,TotFTereads,TotFTe%,TotFTebp,Gsnoknob,GSno180,GSnoTR1
RIMPA0071.13,RIMPA0071,13,michoacan_guajes,0,0,parviglumis,ML,1,985,3.05,2982900000,965216,888953.5,50878,5.723358983,170722075.1,10545,1.186226276,35383943.59,3574,0.402045776,11992623.46,95812,10.77806657,321498947.7,32123,3.613574838,107789323.9,44139.5,4.965332832,148110913.1,586400,65.96520515,1967676105,161739,2825945.401,542718222.2,2776793981,2812177925,2947516056
RIMPA0071.14,RIMPA0071,14,michoacan_guajes,0,0,parviglumis,ML,1,985,3.05,2982900000,1553285,1410025.5,66312,4.702893671,140282615.3,25101,1.780180571,53101006.26,4288,0.304107975,9071236.797,213352,15.13107387,451344802.5,73976,5.24642994,156495758.7,69283.5,4.913634541,146568804.7,909976,64.53613782,1925048455,255911,5441564.66,541378097,2789516378,2842617385,2929798994
RIMPA0071.16,RIMPA0071,16,michoacan_guajes,0,0,parviglumis,ML,1,985,3.05,2982900000,1094040,1022925,55419,5.417699245,161604550.8,13717,1.340958526,39999451.87,4542,0.444020823,13244697.12,35877,3.507295256,104619110.2,16207,1.584378131,47260415.28,54908,5.367744458,160114449.4,730320,71.39526358,2129649317,206896,3818890.467,603318990.5,2781295997,2821295449,2942900548
RIMPA0071.17,RIMPA0071,17,michoacan_guajes,0,0,parviglumis,ML,1,985,3.05,2982900000,447309,419043,26490,6.321546953,188565424.1,4829,1.152387702,34374572.78,1764,0.420959186,12556791.55,14076,3.359082481,100198071.3,5586,1.333037421,39763173.23,22680,5.412332386,161444462.7,296181,70.68033591,2108323740,84712,1340051.741,603010728.7,2759960003,2794334576,2948525427
RIMPA0071.1B,RIMPA0071,1B,michoacan_guajes,0,0,parviglumis,ML,1,985,3.05,2982900000,1917049,1790724,114264,6.380882816,190335353.5,16593,0.926608456,27639803.62,8267,0.461656849,13770762.16,79702,4.450825476,132763673.1,34803,1.943515584,57973126.34,91522,5.110893694,152452848,1229789,68.67551895,2048522055,333105,5220359.151,554869932.2,2764924843,2792564646,2955260196
RIMPA0071.2,RIMPA0071,2,michoacan_guajes,0,0,parviglumis,ML,1,985,3.05,2982900000,1431654,1325838,101629,7.665265289,228647198.3,17483,1.318637722,39333644.61,6326,0.477132199,14232376.35,100484,7.578904813,226071151.7,40444,3.050448094,90991816.19,65372,4.930617466,147075388.4,877409,66.1776929,1974014402,247690,3231329.78,557258504.4,2714919157,2754252802,2943566355
RIMPA0071.3,RIMPA0071,3,michoacan_guajes,0,0,parviglumis,ML,1,985,3.05,2982900000,1008272,942843.3333,101545,10.77008199,321260775.6,13030,1.381989938,41223377.87,4409,0.467628061,13948877.44,47138,4.999558074,149131817.8,19436,2.061424132,61490220.43,45992.66667,4.878081548,145508294.5,624163,66.20007566,1974682057,184977,1717507.817,585216943,2620415847,2661639224,2941676622
RIMPA0071.4,RIMPA0071,4,michoacan_guajes,0,0,parviglumis,ML,1,985,3.05,2982900000,1099503,1013132.5,73860,7.290260652,217461185,12216,1.205765287,35966772.76,4535,0.447621609,13352104.98,89954,8.87879917,264845700.4,31759,3.134733117,93505954.16,54611.5,5.390361083,160789080.7,675854,66.7093396,1989872891,199608,2738009.099,587692827.1,2729472042,2765438815,2946933227
RIMPA0071.5,RIMPA0071,5,michoacan_guajes,0,0,parviglumis,ML,1,985,3.05,2982900000,1118702,1026928.5,75712,7.372665186,219919229.8,15947,1.552883185,46320952.53,5156,0.502079746,14976536.73,73886,7.19485339,214615281.8,37016,3.604535272,107519682.6,54757.5,5.332162853,159053085.7,704578,68.61022944,2046574534,206988,2807505.763,601234170.8,2716659818,2762980770,2936579047
RIMPA0086.10,RIMPA0086,10,oaxaca_mihuatlan,0.333333333,0.333333333,parviglumis,ML,1,982,2.9775,2911995000,1614686,1522488.833,90726,5.959058485,173527485.1,10322,0.677968848,19742418.95,6867,0.451037791,13134197.92,82712,5.432683524,158199472.6,41275,2.711021526,78944811.28,50922.16667,3.34466602,97396507.27,1037451,68.14178057,1984285243,280846,4712925.72,537161343.9,2718725096,2738467515,2892252581
RIMPA0086.11,RIMPA0086,11,oaxaca_mihuatlan,0.333333333,0.333333333,parviglumis,ML,1,982,2.9775,2911995000,1103651,1020357.667,87456,8.571112156,249590357.4,10690,1.047671846,30508151.77,4527,0.443667956,12919588.69,81634,8.000527919,232974973,32592,3.194174069,93014189.18,50701.33333,4.968976565,144696349.1,664359,65.1104041,1896011712,190567,2223363.742,543858461.9,2631896491,2662404643,2881486848
RIMPA0086.13,RIMPA0086,13,oaxaca_mihuatlan,0.333333333,0.333333333,parviglumis,ML,1,982,2.9775,2911995000,1638555,1512069.5,106566,7.047691922,205228436.4,13075,0.86470893,25180280.82,8037,0.531523187,15477928.64,110785,7.326713488,213353530.4,48681,3.219494871,93751529.67,77804.5,5.145563746,149838559,995684,65.84908961,1917522197,276483,3923029.03,532460388.6,2681586283,2706766564,2886814719
RIMPA0086.1,RIMPA0086,1,oaxaca_mihuatlan,0.333333333,0.333333333,parviglumis,ML,1,982,2.9775,2911995000,2988370,2844155,193895,6.817314809,198519866.4,25723,0.90441625,26336555.98,12145,0.427016108,12434687.73,125175,4.401131443,128160727.6,53013,1.86392795,54277488.72,91202,3.206646614,93377389.06,1.94E+06,68.23502938,1987000644,541807,7947513.283,554730412,2687138578,2713475134,2885658444
RIMPA0086.2,RIMPA0086,2,oaxaca_mihuatlan,0.333333333,0.333333333,parviglumis,ML,1,982,2.9775,2911995000,1914623,1821078.5,100603,5.524363722,160869195.4,14999,0.823632809,23984146.21,7614,0.418103887,12175164.29,77643,4.263572383,124155014.6,35495,1.949119711,56758268.53,58049.5,3.187644025,92824034.63,1.27E+06,69.52583318,2024588786,342516,6200098.64,547700101.6,2727141658,2751125805,2888010854
RIMPA0086.3,RIMPA0086,3,oaxaca_mihuatlan,0.333333333,0.333333333,parviglumis,ML,1,982,2.9775,2911995000,1299549,1209860,75524,6.242375151,181777652.3,10950,0.905063396,26355400.83,5854,0.483857636,14089910.18,56812,4.695749921,136740002.9,24111,1.992875209,58032426.43,65578,5.420296563,157838764.9,837624,69.23313441,2016065412,231438,3707531.098,557044863.7,2703861947,2730217348,2885639599
RIMPA0086.6,RIMPA0086,6,oaxaca_mihuatlan,0.333333333,0.333333333,parviglumis,ML,1,982,2.9775,2911995000,1313021,1221019.5,84281,6.902510566,201000762.6,10489,0.85903624,25015092.35,5226,0.428002993,12463425.74,50033,4.097641356,119323111.4,26055,2.133872555,62138262.1,65946.5,5.400937495,157275029.8,858374,70.29977818,2047126026,235774,3415771.664,562294630.9,2685979145,2710994237,2886979908
RIMPA0086.7,RIMPA0086,7,oaxaca_mihuatlan,0.333333333,0.333333333,parviglumis,ML,1,982,2.9775,2911995000,1067829,999809.5,62045,6.205682182,180709154.9,9509,0.951081181,27695436.44,4043,0.404377034,11775439.01,30021,3.002672009,87437658.77,15082,1.508487367,43927076.7,52937.5,5.294758652,154183107.2,712127,71.2262686,2074105380,194863,3140073.795,567548199.6,2703590409,2731285845,2884299564
RIMPA0086.8,RIMPA0086,8,oaxaca_mihuatlan,0.333333333,0.333333333,parviglumis,ML,1,982,2.9775,2911995000,1378647,1287150.833,88446,6.871455754,200096448,11436,0.888473962,25872317.34,7129,0.553858943,16128344.73,45398,3.52701477,102706493.7,23758,1.845782125,53749083.18,67738.16667,5.262644044,153247931.4,882093,68.53066301,1995609480,242266,3525686.676,548092237.8,2686026235,2711898552,2886122683
RIMPA0086.9,RIMPA0086,9,oaxaca_mihuatlan,0.333333333,0.333333333,parviglumis,ML,1,982,2.9775,2911995000,1863685,1745521,90521,5.185901516,151013192.8,19235,1.101963253,32089114.84,7377,0.422624534,12306805.31,51585,2.955278109,86057550.77,23460,1.34401133,39137542.72,94704,5.425543434,157991553.5,1230349,70.48606118,2052550577,338662,6530436.395,564978622.8,2728892692,2760981807,2879905885
RIMPA0087.10,RIMPA0087,10,guerero_tecoanapa,0.166666667,0.166666667,parviglumis,ML,1,590,2.805,2743290000,318608,287679,3863,1.342816125,36837340.47,4182,1.453703607,39879305.68,912,0.317020012,8696778.284,33065,11.49371348,315305892.5,14838,5.157832167,141494294.1,16091,5.593387074,153442828.3,197043,68.49405066,1878990442,53704,3999356.204,512118180.9,2666573354,2706452660,2703410694
RIMPA0087.11,RIMPA0087,11,guerero_tecoanapa,0.166666667,0.166666667,parviglumis,ML,1,590,2.805,2743290000,1310864,1200222.167,20541,1.711433147,46949574.38,11755,0.979402008,26867837.34,6598,0.549731557,15080730.82,93742,7.810387327,214261574.5,42346,3.52818013,96788212.69,68295.83333,5.690265955,156100496.9,840535,70.03161776,1921170367,220744,12898195.9,504543929.1,2669472588,2696340426,2716422163
RIMPA0087.12,RIMPA0087,12,guerero_tecoanapa,0.166666667,0.166666667,parviglumis,ML,1,590,2.805,2743290000,1135380,1024985,9709,0.947233374,25985358.43,10241,0.999136573,27409213.69,4443,0.433469758,11891332.53,129872,12.67062445,347591973.4,54773,5.343785519,146595533.8,55622,5.426615999,148867814,680766,66.41716708,1822015503,176450,18627933.18,472254248.1,2689895428,2717304642,2715880786
RIMPA0087.1,RIMPA0087,1,guerero_tecoanapa,0.166666667,0.166666667,parviglumis,ML,1,590,2.805,2743290000,1296865,1196603.5,27663,2.311793338,63419195.47,11355,0.948935884,26032063.21,5586,0.466821299,12806262.01,75167,6.281696485,172325151.5,35445,2.962134074,81259927.83,64816.5,5.416706536,148595968.7,825893,69.01977138,1893412486,216472,9363812.777,496275895,2653838741,2679870805,2717257937
RIMPA0087.2,RIMPA0087,2,guerero_tecoanapa,0.166666667,0.166666667,parviglumis,ML,1,590,2.805,2743290000,729020,677521,17573,2.593720342,71153270.78,8477,1.25117893,34323466.48,2947,0.434968067,11932435.5,40353,5.955977748,163389742,15640,2.308415533,63326532.46,35859,5.292677275,145193486.4,460275,67.93516363,1863658550,121459,4682810.171,491788830.3,2637813263,2672136729,2708966534
RIMPA0087.3,RIMPA0087,3,guerero_tecoanapa,0.166666667,0.166666667,parviglumis,ML,1,590,2.805,2743290000,1319992,1205889.5,16644,1.380225966,37863600.9,8471,0.702469007,19270762.03,5277,0.437602284,12004699.71,129009,10.69824391,293483855.4,50448,4.183467888,114764656.2,63654.5,5.278634568,144808254.2,803192,66.60577109,1827189458,205051,14856335.49,466472556.4,2686155637,2705426399,2724019238
RIMPA0087.4,RIMPA0087,4,guerero_tecoanapa,0.166666667,0.166666667,parviglumis,ML,1,590,2.805,2743290000,1730921,1577752.833,39264,2.488602725,68269589.69,15816,1.002438384,27499791.93,6457,0.409252949,11226995.23,133470,8.459499941,232068615.9,63147,4.002337924,109795736,90021.16667,5.705657107,156522720.9,1098548,69.62738249,1910081021,289151,11619010.02,502756217.6,2647520618,2675020410,2715790208
RIMPA0087.5,RIMPA0087,5,guerero_tecoanapa,0.166666667,0.166666667,parviglumis,ML,1,590,2.805,2743290000,1868949,1720725,29642,1.722645978,47257174.84,16702,0.970637377,26627398.09,7273,0.422670677,11595082.4,108424,6.301064958,172856484.9,50505,2.935100031,80518305.63,97719,5.678943469,155789888.3,1213850,70.54293975,1935197412,317223,18414868.99,505737223.4,2669405427,2696032825,2716662602
RIMPA0087.6,RIMPA0087,6,guerero_tecoanapa,0.166666667,0.166666667,parviglumis,ML,1,590,2.805,2743290000,1412812,1312138.5,27233,2.075466881,56936075.4,19170,1.460973823,40078748.78,5585,0.425641043,11676568.17,70394,5.364830008,147172845.1,29293,2.232462503,61242920.6,71380.5,5.440012621,149235322.2,933894,71.17343177,1952493636,250899,12088798.06,524554929,2646275176,2686353925,2703211251
RIMPA0087.7,RIMPA0087,7,guerero_tecoanapa,0.166666667,0.166666667,parviglumis,ML,1,590,2.805,2743290000,1934441,1794307.5,36149,2.014649106,55267667.45,17132,0.954797324,26192859.52,6389,0.356070517,9768046.898,89270,4.975178446,136483572.8,40112,2.235514258,61326639.1,100021.5,5.574378974,152921380.9,1274405,71.02489401,1948418815,328832,16322048.3,502746344.9,2661829473,2688022333,2717097140
RIMPA0087.8,RIMPA0087,8,guerero_tecoanapa,0.166666667,0.166666667,parviglumis,ML,1,590,2.805,2743290000,2278829,2112313,48114,2.27778743,62486314.79,24086,1.140266618,31280820.1,8866,0.419729462,11514396.37,103723,4.910399169,134706489.4,48653,2.303304482,63186321.52,117863,5.579807538,153070302.2,1497695,70.90308112,1945077134,395231,17351531.35,513291945.8,2649522865,2680803685,2712009180
RIMPA0087.9,RIMPA0087,9,guerero_tecoanapa,0.166666667,0.166666667,parviglumis,ML,1,590,2.805,2743290000,2450917,2278381.5,36689,1.610309775,44175467.02,18559,0.814569465,22346002.68,10712,0.470158312,12897805.96,97358,4.273121073,117224103.1,45538,1.998699515,54830123.94,126997.5,5.574022612,152911604.9,1.65E+06,72.44221391,1987300010,422182,26217440.06,508329118.2,2676768530,2699114533,2720943997
RIMPA0096.11,RIMPA0096,11,guerero_ixcatapeon,0,0,parviglumis,ML,1,1528,3.0375,2970675000,792166,728986.1667,64638,8.866834922,263404848.3,10844,1.487545374,44190138.54,3600,0.493836531,14670278.38,63277,8.680137277,257858668.1,26264,3.60281185,107027830.9,36915.83333,5.063996413,150434875.5,476205,65.32428485,1940572199,138642,1563601.908,564976870.9,2663080013,2707270152,2926484861
RIMPA0096.12,RIMPA0096,12,guerero_ixcatapeon,0,0,parviglumis,ML,1,1528,3.0375,2970675000,674469,617257.3333,43653,7.072090949,210088837.8,11448,1.854655973,55095801.32,2829,0.458317763,13615131.2,67920,11.00351447,326878653.5,24819,4.020851379,119446426.7,32392.66667,5.247838287,155896220,406598,65.87171639,1956834611,122857,1737208.994,591274009.7,2705490361,2760586162,2915579199
RIMPA0096.13,RIMPA0096,13,guerero_ixcatapeon,0,0,parviglumis,ML,1,1528,3.0375,2970675000,572170,529239.5,52890,9.993585135,296876935.2,8190,1.54750354,45971300.8,2084,0.393772574,11697703.4,49252,9.306183684,276456472.2,17510,3.308521,98285406.23,25420.5,4.803212912,142687845.2,342529,64.72098171,1922650023,103013,1030791.239,578222418.7,2627826764,2673798065,2924703699
RIMPA0096.14,RIMPA0096,14,guerero_ixcatapeon,0,0,parviglumis,ML,1,1528,3.0375,2970675000,573226,526053,58784,11.17453945,331959249.7,6331,1.203490903,35751803.38,2021,0.384181822,11412793.34,59428,11.29696057,335595983.5,22133,4.20737074,124987310.7,25040,4.759976656,141403436.5,327486,62.25342313,1849346878,97842,875579.7092,552523763.5,2602963947,2638715750,2934923197
RIMPA0096.15,RIMPA0096,15,guerero_ixcatapeon,0,0,parviglumis,ML,1,1528,3.0375,2970675000,707532,657884,64224,9.762207319,290003452.3,8781,1.334733783,39650602.8,3730,0.566969253,16842813.85,41852,6.361607821,188982693.1,17337,2.635267008,78285218.18,32311,4.911352153,145900310.6,433249,65.85492275,1956335726,126701,1297872.457,572118326.6,2641020945,2680671548,2931024397
RIMPA0096.17,RIMPA0096,17,guerero_ixcatapeon,0,0,parviglumis,ML,1,1528,3.0375,2970675000,1361136,1257053,124428,9.898389328,294048977.2,17454,1.388485609,41247394.86,6712,0.533947256,15861837.65,99011,7.876437986,233983374.1,42681,3.395322234,100863988.8,61402,4.884599138,145105565.4,821822,65.37687751,1942134556,240358,2428253.648,568015431.1,2635378628,2676626023,2929427605
RIMPA0096.1,RIMPA0096,1,guerero_ixcatapeon,0,0,parviglumis,ML,1,1528,3.0375,2970675000,1306225,1189893,92645,7.785994203,231296583.3,13560,1.139598266,33853760.8,4992,0.419533521,12462977.43,126023,10.59112038,314627765.3,53795,4.520994745,134304060.6,62537,5.255682654,156129250.7,789014,66.30965978,1969844486,225191,2892257.484,562209605.3,2705524656,2739378417,2936821239
RIMPA0096.2,RIMPA0096,2,guerero_ixcatapeon,0,0,parviglumis,ML,1,1528,3.0375,2970675000,518030,476139.5,42261,8.87576015,263669987.8,7321,1.537574597,45676344.17,2374,0.498593374,14811588.73,56342,11.83308673,351522549.3,19547,4.105309473,121955402.2,22343.5,4.692637347,139403004.5,298334,62.65684742,1861331302,88258,994371.1694,550649198.7,2661328668,2707005012,2924998656
RIMPA0096.3,RIMPA0096,3,guerero_ixcatapeon,0,0,parviglumis,ML,1,1528,3.0375,2970675000,987048,911456.1667,86763,9.5191632,282783401.4,15228,1.670733114,49632050.95,5149,0.5649202,16781943.15,74906,8.218277822,244138324.7,30583,3.355399976,99678028.24,45008.83333,4.938123739,146695607.4,591210,64.86433705,1926908645,175735,1846118.155,572766513.9,2638259548,2687891599,2921042949
RIMPA0096.6,RIMPA0096,6,guerero_ixcatapeon,0,0,parviglumis,ML,1,1528,3.0375,2970675000,1174588,1087186,102556,9.433160471,280228539.8,20487,1.884406164,55979582.82,4629,0.42577811,12648483.86,96093,8.838689976,262568753.4,34948,3.214537347,95493457.33,52454,4.824749399,143327624.2,705734,64.91382339,1928378723,209370,2219510.636,572091826.7,2634466877,2690446460,2914695417
RIMPA0096.7,RIMPA0096,7,guerero_ixcatapeon,0,0,parviglumis,ML,1,1528,3.0375,2970675000,812261,743459.5,54215,7.292260036,216629345.8,10740,1.444597856,42914307.37,3900,0.524574641,15583407.7,86730,11.66573297,346551012.9,33447,4.498832821,133645701.9,35354.5,4.755403623,141267586.6,462290,62.18092579,1847193217,130117,1784316.513,519914425.7,2711131347,2754045654,2927760693
RIMPA0096.8,RIMPA0096,8,guerero_ixcatapeon,0,0,parviglumis,ML,1,1528,3.0375,2970675000,1666413,1561334.667,120871,7.741517727,229975331.7,23005,1.473418895,43770486.77,6358,0.407215707,12097055.2,135423,8.673540842,257662709.4,55438,3.550680145,105479167.4,49640.33333,3.179352537,94448230.97,1018255,65.21695968,1937383917,296945,3835746.561,564982707.9,2696929181,2740699668,2926904513
RIMPA0135.10,RIMPA0135,10,nayarit_amatlan,0.25,0.25,parviglumis,ML,1,880,3.1475,3078255000,1401506,1298300,97587,7.516521605,231377702.1,26290,2.024955711,62333300.43,4770,0.367403528,11309617.46,148662,11.45051221,352475964.6,62645,4.825155973,148530605,40561,3.124162366,96169684.24,846833,65.22629593,2007831716,247205,3288821.785,586120332.2,2784543997,2846877298,3015921700
RIMPA0135.11,RIMPA0135,11,nayarit_amatlan,0.25,0.25,parviglumis,ML,1,880,3.1475,3078255000,1476129,1374447.5,123961,9.01896944,277626877.7,25150,1.829826167,56326715.46,5551,0.403871374,12432190.76,130260,9.477262682,291734312.4,57817,4.206563001,129488735.9,43864.5,3.191427828,98240286.7,890415,64.78348573,1994200889,269948,2993113.59,604583864.2,2744301407,2800628122,3021928285
RIMPA0135.12,RIMPA0135,12,nayarit_amatlan,0.25,0.25,parviglumis,ML,1,880,3.1475,3078255000,1128139,1030439.5,88279,8.567121117,263717834.1,21160,2.053492709,63211741.98,4684,0.45456332,13992618.12,114290,11.09138382,341421077.1,45305,4.396667636,135340641.3,52394.5,5.084675034,156519263.5,678166,65.81327676,2025900483,202474,2363384.353,604855115.6,2751325424,2814537166,3015043258
RIMPA0135.1,RIMPA0135,1,nayarit_amatlan,0.25,0.25,parviglumis,ML,1,880,3.1475,3078255000,532576,480366.1667,39695,8.263487888,254371229.1,6465,1.345848323,41428643.31,2215,0.461106579,14194036.34,74240,15.45487696,475740522.7,27316,5.686495406,175044829.2,24893.83333,5.182262004,159523239.2,302103,62.89014942,1935919169,90004,1089176.885,576758486,2782455128,2823883771,3036826357
RIMPA0135.2,RIMPA0135,2,nayarit_amatlan,0.25,0.25,parviglumis,ML,1,880,3.1475,3078255000,1350055,1215217.833,101262,8.332827023,256505664.5,18785,1.545813391,47584078.01,5468,0.44996048,13850930.98,200629,16.50971492,508211125.2,75681,6.227772332,191706713.2,59156.16667,4.867947544,149847838.7,764370,62.89983401,1936217285,225862,2710508.683,572128561.4,2774165258,2821749336,3030670922
RIMPA0135.3,RIMPA0135,3,nayarit_amatlan,0.25,0.25,parviglumis,ML,1,880,3.1475,3078255000,1426268,1289067.5,108073,8.383812329,258075122.2,19643,1.523814696,46906902.06,5836,0.452730365,13936195.1,180031,13.96598704,429908694.4,71055,5.512124074,169677234.9,66145.5,5.13126737,157953494.4,827129,64.16490991,1975159547,244382,2914926.89,583576975.9,2773272976,2820179878,3031348098
RIMPA0135.4,RIMPA0135,4,nayarit_amatlan,0.25,0.25,parviglumis,ML,1,880,3.1475,3078255000,441464,399076,32802,8.219487015,253016770,7661,1.919684471,59092783.22,1873,0.469334162,14447302.31,54779,13.72645812,422535383.3,21760,5.452595496,167844793.5,20628,5.168940252,159113161.8,255980,64.14317072,1974490360,77262,939985.6689,595957005.2,2766145447,2825238230,3019162217
RIMPA0135.5,RIMPA0135,5,nayarit_amatlan,0.25,0.25,parviglumis,ML,1,880,3.1475,3078255000,1047162,952712,66217,6.950369052,213950082.9,17998,1.889133337,58152341.41,3331,0.349633467,10762609.69,115217,12.09358127,372271270.2,45311,4.756001814,146401863.6,49139,5.157802148,158770302.5,628375,65.95644854,2030307675,186573,2684361.055,602825691.4,2806152576,2864304917,3020102659
RIMPA0135.8,RIMPA0135,8,nayarit_amatlan,0.25,0.25,parviglumis,ML,1,880,3.1475,3078255000,1949615,1767701,113230,6.405495047,197177471.6,37290,2.109519653,64936394.19,6264,0.354358571,10908060.42,220398,12.4680588,383798643.3,91564,5.179835278,159448538.4,90350,5.111158505,157334492.2,1169110,66.13731621,2035875243,341693,5334373.027,595020416.8,2816141134,2881077528,3013318606
RIMPA0135.9,RIMPA0135,9,nayarit_amatlan,0.25,0.25,parviglumis,ML,1,880,3.1475,3078255000,1861546,1691464.667,140495,8.306114976,255683399.6,41840,2.473595862,76143588.3,6431,0.380203035,11703618.94,195096,11.53414575,355050418.3,83560,4.940097281,152068791.5,86521.33333,5.115172373,157458049.3,1125443,66.53659531,2048166072,343489,4135374.973,625107194.1,2746428012,2822571600,3002111412
RIMPA0142.11,RIMPA0142,11,colima_minatlan,0,0,parviglumis,ML,1,1103,3.115,3046470000,979920,901463.1667,75511,8.376493105,255187349.5,6161,0.683444452,20820930.2,3736,0.414437343,12625709.34,86297,9.572992352,291638340.1,32607,3.617119501,110194460.5,45849.83333,5.086157153,154948251.8,597315,66.26061076,2018609629,167173,1995739.72,564956559.7,2770461720,2791282651,3025649070
RIMPA0142.12,RIMPA0142,12,colima_minatlan,0,0,parviglumis,ML,1,1103,3.115,3046470000,661360,606366.5,49984,8.243199451,251126598.3,2024,0.333791527,10168858.73,2703,0.445770009,13580249.59,68573,11.30883715,344520331,25311,4.174208173,127165999.7,29682.5,4.8951418,149129026.4,398755,65.76138359,2003400823,109398,1327130.329,549630833.9,2785174543,2795343402,3036301141
RIMPA0142.13,RIMPA0142,13,colima_minatlan,0,0,parviglumis,ML,1,1103,3.115,3046470000,1938109,1768836,114971,6.499811175,198014797.5,4988,0.281993356,8590842.995,7330,0.414396812,12624474.57,154755,8.748973901,266534865.2,75487,4.267608755,130011420.4,93786,5.302130893,161527827,1193988,67.50133986,2056408069,320418,4929650.898,551856602,2839864359,2848455202,3037879157
RIMPA0142.14,RIMPA0142,14,colima_minatlan,0,0,parviglumis,ML,1,1103,3.115,3046470000,1187623,1077507,66950,6.213416711,189289876.1,5874,0.545147271,16607748.05,4416,0.409834925,12485498.02,109466,10.15919154,309496722.5,53202,4.937508527,150419716,56914,5.282007449,160914772.3,730202,67.7677268,2064523467,196242,3158358.905,554841282.5,2840572376,2857180124,3029862252
RIMPA0142.1,RIMPA0142,1,colima_minatlan,0,0,parviglumis,ML,1,1103,3.115,3046470000,1278878,1151482.167,105420,9.155156984,278909111,5896,0.51203572,15599014.59,4592,0.398790371,12149029,193044,16.76482759,510735443.2,71302,6.192193163,188643307.1,56093.83333,4.87144612,148407144.6,694652,60.32677015,1837836955,198020,2162933.966,523900418.8,2751961874,2767560889,3030870985
RIMPA0142.2,RIMPA0142,2,colima_minatlan,0,0,parviglumis,ML,1,1103,3.115,3046470000,2417845,2194297.5,160541,7.316282318,222888345.9,12629,0.575537273,17533570.37,9490,0.432484656,13175515.31,235193,10.71837342,326532030.7,105366,4.801810147,146285705.6,118181.5,5.385846723,164078204.7,1469559,66.97173013,2040273667,398081,5441028.417,552678852.4,2806048084,2823581654,3028936430
RIMPA0142.3,RIMPA0142,3,colima_minatlan,0,0,parviglumis,ML,1,1103,3.115,3046470000,1432778,1343766,99151,7.378591213,224786567.7,8590,0.639248202,19474504.71,5321,0.39597668,12063310.78,102813,7.651108898,233088737.3,45417,3.379829524,102965492.5,43595,3.244240441,98834811.75,898700,66.87920367,2037454876,244697,3316310.566,554755864.9,2802208928,2821683432,3026995495
RIMPA0142.4,RIMPA0142,4,colima_minatlan,0,0,parviglumis,ML,1,1103,3.115,3046470000,2015473,1854015,134465,7.252638193,220949446.8,7825,0.422056995,12857839.74,7112,0.383599917,11686256.39,235243,12.6883008,386545277.3,100501,5.420722055,165140671.2,60957,3.287837477,100162982.4,1.19E+06,64.01512393,1950201546,322294,4443817.428,529585252.6,2812662713,2825520553,3033612160
RIMPA0142.6,RIMPA0142,6,colima_minatlan,0,0,parviglumis,ML,1,1103,3.115,3046470000,1122898,1042470.667,102779,9.859174295,300356787.1,11826,1.134420409,34559777.43,5811,0.557425757,16981808.44,84913,8.145361085,248145981.8,31818,3.052172211,92983510.77,48609.33333,4.66289699,142053757.9,682141,65.43503063,1993458578,194532,1973106.41,568491681.3,2711553435,2746113213,3011910223
RIMPA0142.7,RIMPA0142,7,colima_minatlan,0,0,parviglumis,ML,1,1103,3.115,3046470000,1268582,1159464.5,83210,7.176588848,218632626.3,6557,0.565519686,17228387.58,5700,0.491606254,14976637.06,139803,12.05754898,367329612.4,52411,4.520276386,137708864,56706.5,4.890749135,148995205.2,745634,64.30848034,1959138561,201790,2811781.534,530199226.7,2810608986,2827837374,3029241612
RIMPA0142.8,RIMPA0142,8,colima_minatlan,0,0,parviglumis,ML,1,1103,3.115,3046470000,793865,743033.3333,51011,6.865237091,209147388.4,5219,0.7023911,21398134.13,2923,0.393387466,11984431.13,77464,10.42537347,317605875.1,27945,3.760934906,114575753.6,22886.66667,3.080166883,93836360.06,482990,65.00246736,1980280667,131741,1918957.761,540144010.1,2815924477,2837322612,3025071866
RIMPA0142.9,RIMPA0142,9,colima_minatlan,0,0,parviglumis,ML,1,1103,3.115,3046470000,1226827,1124454,93715,8.33426712,253900947.5,5214,0.463691712,14126228.89,4891,0.434966659,13251128.79,145882,12.9735854,395236387.2,49105,4.367008344,133039599.1,53268,4.73723247,144318366,706299,62.81261839,1913567575,196144,2353464.284,531410632.8,2778442824,2792569052,3032343771
RITD0001.1,RITD0001,1,NA,NA,NA,tripsacum,NA,1,NA,3.88,3794640000,879730,832266.5,181163,21.76742666,825995479,1488,0.178788886,6784394.566,6499,0.780879682,29631572.77,37696,4.529318433,171871329,20255,2.433715643,92350747.27,27208.5,3.269205237,124054569.6,333104,40.02371836,1518756027,184192,846181.7875,839805916.6,2961860126,2968644521,3787855605
,,,,,,,,,,,,,,,579424585,,,,,,,,,,,,,,,,,,,,,,,,,
