,fullid,AcID,Pop,momindex,Ind,genomesize,leaf3.0,leaf3.1,leaf3.2,leaf3.3,dailyavg3,,,,leaf4.0,leaf4.1,leaf4.2,leaf4.3,dailyavg4,dailyavgall,stom_cell1,stom_cell2,stom_cell3,stom_cell4,stom_cell5,stom_cell6,stom_cell7,stom_cell8,stom_cell9,stom_cell10,stom_cell11,stom_cell12,stom_cell13,stom_cell14,stom_cell15,stom_cell16,stom_cell17,stom_cell18,stom_cell19,stom_cell20,stom_cell21,stom_cell22,stom_cell23,stom_cell24,stom_cell25,stom_cell26,stom_cell27,stom_cell28,stom_cell29,stom_cell30,stom_cell31,stom_cell32,stom_cell33,stom_cell34,stom_cell35,stom_cell36,stom_cell37,stom_cell38,stom_cell39,stom_cell40,stom_cell41,stom_cell42,stom_cell43,stom_cell44,stom_cell45,stom_cell46,stom_cell47,stom_cell48,stom_cell49,stom_cell50,stom_cell51,stom_cell52,stom_cell53,stom_cell54,stom_cell55,stom_cell56,stom_cell57,stom_cell58,stom_cell59,stom_cell60,stom_cell61,mid_cell1,mid_cell2,mid_cell3,mid_cell4,mid_cell5,mid_cell6,mid_cell7,mid_cell8,mid_cell9,mid_cell10,mid_cell11,mid_cell12,mid_cell13,mid_cell14,mid_cell15,mid_cell16,mid_cell17,mid_cell18,mid_cell19,mid_cell20,mid_cell21,mid_cell22,mid_cell23,mid_cell24,mid_cell25,mid_cell26,mid_cell27,mid_cell28,mid_cell29,mid_cell30,mid_cell31,mid_cell32,mid_cell33,mid_cell34,mid_cell35,mid_cell36,mid_cell37,mid_cell38,mid_cell39,mid_cell40,mid_cell41,mid_cell42,mid_cell43,mid_cell44,mid_cell45,mid_cell46,mid_cell47,mid_cell48,mid_cell49,mid_cell50,mid_cell51,mid_cell52,mid_cell53,mid_cell54,mid_cell55,adj_cell1,adj_cell2,adj_cell3,adj_cell4,adj_cell5,adj_cell6,adj_cell7,adj_cell8,adj_cell9,adj_cell10,adj_cell11,adj_cell12,adj_cell13,adj_cell14,adj_cell15,adj_cell16,adj_cell17,adj_cell18,adj_cell19,adj_cell20,adj_cell21,adj_cell22,adj_cell23,adj_cell24,adj_cell25,adj_cell26,adj_cell27,adj_cell28,adj_cell29,adj_cell30,adj_cell31,adj_cell32,adj_cell33,adj_cell34,adj_cell35,adj_cell36,adj_cell37,adj_cell38,adj_cell39,adj_cell40,adj_cell41,adj_cell42,adj_cell43,adj_cell44,adj_cell45,adj_cell46,adj_cell47,adj_cell48,adj_cell49,adj_cell50,adj_cell51,adj_cell52,adj_cell53,adj_cell54,adj_cell55,adj_cell56,adj_cell57,adj_cell58,adj_cell59,adj_cell60,adj_cell61,adj_cell62,adj_cell63,adj_cell64,adj_cell65,adj_cell66,adj_cell67,adj_cell68,adj_cell69,adj_cell70,adj_cell71,adj_cell72,adj_cell73,adj_cell74,adj_cell75,adj_cell76,adj_cell77,adj_cell78,adj_cell79,adj_cell80,adj_cell81,adj_cell82,adj_cell83,adj_cell84,adj_cell85,adj_cell86,adj_cell87,adj_cell88,adj_cell89,adj_cell90,adj_cell91,adj_cell92,adj_cell93,adj_cell94,adj_cell95,adj_cell96,adj_cell97,adj_cell98,adj_cell99,adj_cell100,adj_cell101,adj_cell102,adj_cell103,adj_cell104,adj_cell105,adj_cell106,adj_cell107,adj_cell108,adj_cell109,adj_cell110,adj_cell111,adj_cell112,adj_cell113,adj_cell114,adj_cell115,adj_cell116,adj_cell117,adj_cell118,adj_cell119,adj_cell120,adj_cell121,adj_cell122,adj_cell123,adj_cell124,adj_cell125,adj_cell126,adj_cell127,adj_cell128,adj_cell129,adj_cell130,adj_cell131,adj_cell132,adj_cell133,adj_cell134,adj_cell135,adj_cell136,adj_cell137,adj_cell138,adj_cell139,adj_cell140,adj_cell141,adj_cell142,adj_cell143,adj_cell144,adj_cell145,adj_cell146,adj_cell147,adj_cell148,adj_cell149,adj_cell150,adj_cell151,adj_cell152,adj_cell153,adj_cell154,adj_cell155,adj_cell156,adj_cell157,adj_cell158,adj_cell159,adj_cell160,adj_cell161,adj_cell162,adj_cell163,adj_cell164,adj_cell165,adj_cell166,adj_cell167,adj_cell168,adj_cell169,adj_cell170,adj_cell171,adj_cell172,adj_cell173,adj_cell174,adj_cell175,adj_cell176,adj_cell177,adj_cell178,adj_cell179,adj_cell180
127,e_18,e-18,e,44,18,5.84,1.5,4.5,8.4,12.5,3.666666667,,,,6.8,10.6,16.2,22.3,5.166666667,4.416666667,43.884,27.778,29.386,32.461,32.296,24.897,26.478,36.579,24.897,27.778,32.197,29.276,27.778,33.626,23.392,30.737,32.164,32.164,30.737,27.816,38.124,41.17,32.197,27.778,30.702,39.474,33.657,29.276,33.657,32.197,36.579,32.197,35.088,33.626,42.498,36.55,27.778,32.164,26.316,30.702,29.24,32.296,29.24,30.737,30.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.881,168.357,198.852,114.185,109.893,141.813,168.154,195.956,127.495,112.583,121.424,140.358,121.38,230.202,175.536,212.114,131.709,149.123,127.269,197.455,133.113,130.15,195.956,144.921,102.381,213.495,195.108,127.269,190.064,130.191,128.788,146.316,168.23,124.278,127.269,150.649,195.928,216.498,168.154,251.568,154.971,101.142,203.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.852,160.166,114.372,118.745,108.227,216.453,114.119,135.973,153.537,115.58,174.001,74.69,171.109,172.818,144.766,154.998,87.731,120.026,198.965,143.543,143.282,193.005,124.278,130.125,152.075,100.888,161.144,169.899,172.521,195.956,86.307,210.653,220.765,117.105,184.216,105.425,144.855,160.845,153.509,154.978,143.275,169.691,174.032,175.445,168.135,184.234,147.726,163.749,207.623,136.161,137.497,165.205,81.884,200.292,195.956,179.825,207.685,118.457,134.63,125.739,83.385,154.978,151.038,123.12,150.592,163.769,143.543,128.663,152.222,163.749,165.263,176.925,226.778,172.521,147.668,195.956,177.052,190.199,162.307,131.611,NA,131.611,122.807,128.788,140.625,130.125,102.35,143.751,162.386,127.227,135.996,165.437,141.82,164.062,114.119,209.069,142.001,191.543,115.58,130.191,155.143,135.145,162.307,190.513,213.53,232.571,138.889,133.169,153.85,143.342,197.374,156.44,153.537,101.047,122.885,141.813,92.152,108.276,125.867,159.357,95.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,e_19,e-19,e,44,19,5.92,5.4,9.5,14.5,18.6,4.4,,,,6.8,11.5,NA,24.5,5.9,5.15,36.55,27.778,36.666,27.778,23.437,24.854,32.197,35.118,38.012,26.478,41.351,35.118,39.474,30.702,26.316,33.626,33.911,45.345,33.657,26.356,32.296,30.702,33.657,29.276,29.24,29.567,32.461,31.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.766,234.032,185.724,203.222,114.044,141.881,160.819,275.103,222.395,156.494,79.069,131.579,132.235,128.688,118.457,160.879,159.899,220.251,171.95,99.801,130.642,166.981,153.62,109.649,191.571,155.308,216.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.231,146.381,171.078,109.737,95.074,149.474,130.248,199.094,137.621,121.486,86.307,165.437,106.815,124.69,130.519,153.759,117.041,155.143,134.606,101.142,98.128,148.015,106.815,127.403,140.837,84.997,87.047,149.381,143.394,209.11,166.692,222.241,165.211,109.649,144.744,188.8,144.737,172.515,135.996,106.765,136.161,119.919,159.417,89.193,93.852,149.302,121.424,201.839,169.647,136.467,168.186,73.158,125.867,87.719,231.013,114.073,108.197,121.565,179.848,160.825,127.269,74.619,90.655,118.43,115.645,153.537,230.994,130.15,101.047,109.893,187.14,132.389,103.842,159.384,219.342,92.291,144.803,185.696,178.387,84.808,136.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,e_3,E-3,e,44,3,5.96,5,11.9,12.2,15.6,3.533333333,,,,7.6,12.5,18.2,24.2,5.533333333,4.533333333,24.854,26.316,24.897,27.778,30.702,27.778,27.816,28.387,23.392,27.778,27.931,26.316,24.854,31.013,19.505,27.778,23.437,33.626,26.316,23.392,27.931,27.931,29.386,26.679,33.626,26.356,29.276,29.276,24.897,23.437,26.478,27.816,30.702,30.841,25.025,30.702,23.392,21.979,27.931,32.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.241,147.777,134.535,162.813,146.928,150.932,174.075,141.835,111.121,171.452,235.544,280.344,142.294,149.13,124.054,202.283,133.33,112.81,108.818,111.581,319.28,121.486,184.263,184.68,154.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.754,196.451,124.269,133.169,84.808,171.053,98.345,89.289,140.358,122.816,70.555,129.186,165.211,137.458,213.53,93.852,209.11,128.655,191.721,111.198,147.842,178.387,195.928,140.419,155.659,111.044,154.203,105.628,170.821,106.082,88.023,126.418,97.197,92.395,159.899,179.223,95.209,115.83,107.215,113.179,106.082,107.085,115.95,193.535,83.794,119.15,99.426,140.419,130.781,133.554,87.047,128.862,166.769,139.166,136.161,149.581,228.449,213.63,118.565,175.463,180.418,194.582,166.673,166.981,166.724,103.801,175.737,124.578,144.803,146.381,143.394,122.807,182.895,181.434,210.937,136.091,194.642,194.45,171.078,178.369,236.883,146.316,153.571,153.571,210.608,182.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,e_4,e-4,e,44,4,5.92,1.5,4.3,8.8,14.7,4.4,,,,10.5,15.5,22.2,37.7,9.066666667,6.733333333,44.728,37.588,34.13,41.17,35.602,33.338,32.691,30.737,43.296,39.011,35.841,35.572,31.56,34.751,31.254,34.13,37.015,37.274,37.955,36.55,32.984,35.361,31.56,37.955,28.387,46.163,35.841,34.13,34.751,34.751,35.841,29.567,34.13,44.248,34.411,45.697,30.14,35.841,38.708,35.841,23.799,31.254,30.14,36.55,52.489,43.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.667,131.319,164.173,132.945,190.956,142.287,108.67,119.937,217.07,100.951,150.528,171.178,286.509,117.542,134.606,122.144,136.78,199.56,149.094,137.341,75.713,137.341,153.23,226.198,142.534,134.836,168.307,193.524,87.047,204.302,173.534,149.28,159.705,169.199,181.781,197.276,100.069,158.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.297,111.005,166.853,98.073,130.191,155.748,172.892,120.709,182.069,174.737,104.632,106.965,95.4,146.527,105.273,159.142,72.586,140.61,139.073,113.339,99.286,105.8,88.326,188.392,141.141,124.818,156.276,154.259,133.049,191.877,136.874,133.642,128.005,139.388,148.296,134.392,136.537,86.554,137.287,115.857,148.592,136.522,124.501,132.558,156.378,136.78,107.454,194.202,92.672,153.397,160.32,142.534,202.632,137.287,132.268,106.404,134.479,125.015,111.821,127.495,144.234,182.941,178.105,189.636,180.151,120.603,164.401,171.003,182.186,170.32,145.098,104.253,93.258,114.166,178.44,174.51,167.772,207.916,172.849,120.709,201.903,112.763,130.764,124.501,104.662,97.527,88.363,116.125,186.66,152.25,109.571,120.709,127.159,120.709,168.3,134.789,157.983,181.505,162.958,136.279,124.269,130.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,e_6,E-6,e,44,6,6.05,3.3,6.4,11.5,14.1,3.6,,,,10.6,16.5,23.7,31.5,6.966666667,5.283333333,38.264,33.626,38.124,39.582,32.164,29.24,36.579,35.209,35.118,27.778,26.316,27.816,24.854,32.164,29.386,26.356,40.936,32.296,37.015,30.702,29.24,35.088,27.778,30.737,29.386,30.702,27.778,32.296,49.794,33.657,24.897,32.461,44.248,39.474,38.04,45.416,36.579,35.209,35.118,35.361,27.778,32.197,29.276,24.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.62,95.029,105.273,143.282,248.542,156.603,124.303,157.895,203.348,175.445,105.273,141.843,143.342,154.998,188.602,134.535,171.053,219.342,147.777,89.289,147.69,112.583,150.649,174.001,135.996,143.342,107.215,120.026,140.358,139.081,197.417,79.001,108.345,185.765,150.592,136.036,152.222,144.803,96.502,105.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.648,127.227,95.04,68.729,125.807,133.33,143.461,145.098,150.932,77.541,104.304,92.21,133.073,99.426,64.344,134.574,126.274,89.48,175.463,150.84,129.186,92.152,81.924,102.433,153.516,124.484,125.739,131.587,99.801,93.613,121.486,133.113,143.64,96.591,97.997,122.807,171.209,219.318,115.506,160.925,141.933,111.111,143.394,113.037,121.354,100.888,73.099,93.567,103.801,90.749,141.82,99.415,130.322,162.386,143.282,143.461,134.511,158.064,140.381,129.07,143.305,124.407,96.536,89.193,133.049,131.782,127.327,103.894,114.269,92.672,111.581,96.502,98.486,121.354,123.233,130.117,171.209,175.591,135.996,100.92,119.883,96.491,107.215,76.08,140.625,120.026,105.273,98.486,188.602,118.502,119.892,118.862,99.415,140.351,147.777,149.187,173.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,e_8,E-8,e,44,8,6.01,4.5,8,13.2,21.2,5.566666667,,,,7.2,12.3,17,22,4.933333333,5.25,30.104,38.846,34.751,23.574,32.362,30.14,37.955,33.338,33.403,31.492,30.14,33.338,30.14,33.338,36.637,30.979,28.798,34.005,36.55,39.77,29.13,31.492,32.362,32.984,38.012,40.726,39.365,33.753,35.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.7,178.967,161.383,259.271,265.587,214.992,286.24,230.48,246.205,226.962,264.102,152.636,279.943,244.642,181.569,288.16,307.004,198.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.509,228.131,124.912,218.111,196.086,258.656,201.415,141.473,157.847,195.207,265.088,196.951,145.275,192.406,229.141,131.563,247.219,190.177,178.542,152.222,100.015,124.51,136.96,107.801,209.069,155.343,210.851,211.872,116.051,162.761,201.123,133.746,155.439,203.909,313.684,207.854,148.879,150.698,121.142,247.353,177.57,220.135,148.613,146.615,159.082,202.077,183.082,167.485,119.508,164.92,216.7,187.226,104.253,130.388,112.345,177.335,122.711,184.986,160.666,167.013,131.351,141.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,e_9,e-9,e,44,9,5.92,2.5,6,13.8,21.5,6.333333333,,,,7.1,10.4,14.6,19.3,4.066666667,5.2,32.064,35.96,35.331,45.345,34.224,36.108,44.465,26.153,40.542,41.377,34.659,46.463,37.927,33.403,43.197,38.012,35.361,36.108,41.274,34.005,29.24,23.619,35.361,41.609,36.986,38.846,34.659,32.854,26.356,31.39,31.492,30.14,42.624,30.14,31.39,28.798,26.153,32.854,33.371,38.625,28.236,36.108,38.598,32.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.771,121.591,221.962,232.713,233.012,308.95,159.135,157.257,311.956,165.049,307.049,161.654,189.862,334.025,172.143,184.634,192.228,170.496,210.673,194.642,237.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.57,222.631,192.761,152.391,179.724,120.39,141.481,220.741,215.156,221.803,235.942,175.925,265.877,244.047,232.129,284.307,201.229,174.883,133.61,191.481,152.615,294.673,184.518,236.792,191.788,182.754,183.117,163.455,195.234,197.125,197.585,202.6,189.501,197.477,277.042,179.182,268.819,229.676,243.525,257.563,276.177,194.642,187.784,94.86,164.797,138.055,222.112,147.777,245.165,158.01,248.142,178.59,189.501,167.874,212.351,240.345,247.089,149.073,136.02,237.293,191.481,194.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,f_1,F-1,f,45,1,5.88,7.5,11,16.2,22.2,4.9,,,,6.9,12.3,18.8,26.1,6.4,5.65,38.264,48.246,33.657,37.588,31.56,30.527,22.268,23.437,31.93,24.507,26.316,43.957,37.955,30.702,32.461,30.841,30.841,36.579,26.679,32.691,29.276,36.108,29.819,33.911,28.387,33.911,39.717,37.274,40.779,42.624,30.841,36.666,41.583,35.209,37.274,46.163,24.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.235,299.397,284.16,279.312,381.052,199.024,246.366,342.499,268.198,222.688,167.524,244.624,259.498,249.765,345.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.85,185.69,212.974,174.093,173.903,320.972,158.866,260.73,166.468,216.971,286.896,173.558,202.858,265.298,166.134,182.133,198.583,309.362,183.187,237.981,275.452,187.705,308.853,215.444,264.777,312.089,220.644,293,249.636,337.289,171.558,181.34,175.353,206.011,291.097,224.49,166.596,250.427,279.332,266.102,137.287,212.974,205.98,263.847,166.853,188.959,222.323,267.528,176.991,145.796,242.113,270.021,345.698,183.891,217.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,f_2,F-2,f,45,2,5.42,6.2,8.3,12.2,16.5,3.433333333,,,,11.5,16.5,23.2,29,5.833333333,4.633333333,33.657,36.666,29.567,23.574,28.122,24.854,27.931,30.702,31.254,30.702,27.816,29.386,35.118,20.468,30.737,22.364,35.209,33.657,22.364,27.816,29.276,27.816,22.124,27.816,39.582,22.124,31.254,27.931,29.386,35.209,27.931,31.013,25.025,26.679,25.025,30.737,32.197,23.574,34.751,30.737,38.708,37.015,26.478,29.276,29.386,32.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.7,184.911,213.95,166.897,197.807,249.156,193.182,144.766,171.807,320.446,213.77,154.971,253.435,218.013,241.764,367.378,237.603,212.396,254.894,255.998,276.629,342.418,196.255,164.271,223.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.879,313.207,206.56,272.248,224.071,162.702,207.623,156.542,215.156,128.954,217.635,216.498,235.602,191.66,294.572,191.721,89.289,170.1,169.748,216.182,277.431,248.968,240.407,183.455,159.598,193.431,297.219,172.737,276.563,212.713,184.495,130.125,143.394,173.016,269.149,238.376,200.426,184.79,171.452,199.48,126.037,200.426,240.051,163.906,171.452,199.174,231.29,188.874,257.576,188.874,198.852,199.367,177.389,213.77,241.671,265.023,269.783,212.17,209.11,138.92,156.869,269.26,255.998,220.881,155.308,302.985,234.21,269.898,269.403,191.877,219.693,172.614,152.391,112.659,241.587,209.192,215.751,159.417,184.911,201.76,237.387,171.452,236.033,254.961,137.924,135.01,230.095,216.345,215.156,136.6,294.038,210.775,173.133,255.459,236.54,206.011,290.417,204.934,181.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,f_3,F-3,f,45,3,5.8,3.3,6.8,11.2,16.2,4.3,,,,12.3,18,24,29.5,5.733333333,5.016666667,41.17,26.679,23.437,26.316,31.56,23.574,30.737,40.962,35.361,46.989,30.737,23.392,29.567,27.778,23.437,36.666,33.753,36.666,29.24,21.979,26.356,29.276,30.737,26.679,36.666,27.816,30.737,26.478,29.386,32.164,25.025,27.778,35.118,26.679,29.567,26.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.563,185.678,279.622,261.896,297.144,276.351,262,165.211,272,310.358,267.799,204.866,257.907,188.874,276.505,292.577,207.932,243.046,266.279,246.049,169.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.065,230.202,200.634,203.474,231.456,239.311,205.309,240.638,162.938,180.542,237.293,312.951,215.23,144.803,173.404,201.802,177.196,164.16,273.864,237.063,146.316,222.703,237.063,300.736,207.854,143.282,157.922,160.985,144.921,232.681,216.552,220.997,206.394,186.643,204.684,86.257,137.497,146.265,185.88,238.524,166.692,229.909,241.246,163.801,201.887,154.971,253.03,258.809,214.912,206.223,159.384,143.394,162.34,282.258,225.146,211.993,212.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
